#---it--------t-------dt-------urms------umax------orms------omax------oum------divu2m-----epsK-----rumax----rhom--
    7600    771.61 1.02E-01 1.067E-03 3.545E-03 8.024E-03 2.852E-02  8.12E-08 9.295E-13 6.439E-10 3.54E-03  1.0000
    7650    776.69 1.02E-01 1.062E-03 3.537E-03 7.980E-03 2.823E-02  8.08E-08 1.064E-12 6.368E-10 3.54E-03  1.0000
    7700    781.78 1.02E-01 1.057E-03 3.528E-03 7.935E-03 2.792E-02  8.05E-08 1.273E-12 6.297E-10 3.53E-03  1.0000
    7750    786.86 1.02E-01 1.052E-03 3.518E-03 7.891E-03 2.761E-02  8.01E-08 1.334E-12 6.227E-10 3.52E-03  1.0000
    7800    791.94 1.02E-01 1.047E-03 3.507E-03 7.848E-03 2.730E-02  7.97E-08 8.591E-13 6.159E-10 3.51E-03  1.0000
    7850    797.03 1.02E-01 1.042E-03 3.494E-03 7.804E-03 2.698E-02  7.93E-08 9.102E-13 6.091E-10 3.49E-03  1.0000
    7900    802.11 1.02E-01 1.037E-03 3.479E-03 7.761E-03 2.665E-02  7.89E-08 1.501E-12 6.024E-10 3.48E-03  1.0000
    7950    807.20 1.02E-01 1.032E-03 3.462E-03 7.718E-03 2.632E-02  7.85E-08 7.130E-13 5.957E-10 3.46E-03  1.0000
    8000    812.28 1.02E-01 1.028E-03 3.445E-03 7.676E-03 2.599E-02  7.80E-08 7.187E-13 5.892E-10 3.45E-03  1.0000
    8050    817.36 1.02E-01 1.023E-03 3.427E-03 7.634E-03 2.565E-02  7.76E-08 1.335E-12 5.827E-10 3.43E-03  1.0000
    8100    822.45 1.02E-01 1.018E-03 3.407E-03 7.592E-03 2.531E-02  7.72E-08 6.832E-13 5.764E-10 3.41E-03  1.0000
    8150    827.53 1.02E-01 1.013E-03 3.386E-03 7.550E-03 2.498E-02  7.68E-08 6.809E-13 5.701E-10 3.39E-03  1.0000
    8200    832.62 1.02E-01 1.009E-03 3.364E-03 7.509E-03 2.464E-02  7.64E-08 9.772E-13 5.639E-10 3.36E-03  1.0000
    8250    837.70 1.02E-01 1.004E-03 3.342E-03 7.468E-03 2.453E-02  7.60E-08 8.811E-13 5.577E-10 3.34E-03  1.0000
    8300    842.78 1.02E-01 9.996E-04 3.338E-03 7.427E-03 2.455E-02  7.55E-08 6.904E-13 5.517E-10 3.34E-03  1.0000
    8350    847.87 1.02E-01 9.951E-04 3.335E-03 7.387E-03 2.455E-02  7.51E-08 5.161E-13 5.457E-10 3.34E-03  1.0000
    8400    852.95 1.02E-01 9.906E-04 3.330E-03 7.347E-03 2.454E-02  7.47E-08 9.929E-13 5.398E-10 3.33E-03  1.0000
    8450    858.04 1.02E-01 9.861E-04 3.323E-03 7.307E-03 2.451E-02  7.43E-08 7.375E-13 5.339E-10 3.32E-03  1.0000
    8500    863.12 1.02E-01 9.816E-04 3.315E-03 7.267E-03 2.447E-02  7.39E-08 2.513E-13 5.282E-10 3.32E-03  1.0000
    8550    868.21 1.02E-01 9.772E-04 3.306E-03 7.228E-03 2.441E-02  7.34E-08 8.429E-13 5.225E-10 3.31E-03  1.0000
    8600    873.29 1.02E-01 9.729E-04 3.296E-03 7.189E-03 2.434E-02  7.30E-08 8.075E-13 5.168E-10 3.30E-03  1.0000
    8650    878.38 1.02E-01 9.685E-04 3.284E-03 7.150E-03 2.425E-02  7.26E-08 3.710E-13 5.113E-10 3.28E-03  1.0000
    8700    883.46 1.02E-01 9.642E-04 3.270E-03 7.112E-03 2.416E-02  7.22E-08 5.714E-13 5.058E-10 3.27E-03  1.0000
    8750    888.55 1.02E-01 9.599E-04 3.256E-03 7.074E-03 2.405E-02  7.18E-08 6.601E-13 5.004E-10 3.26E-03  1.0000
    8800    893.63 1.02E-01 9.556E-04 3.240E-03 7.036E-03 2.393E-02  7.14E-08 5.434E-13 4.950E-10 3.24E-03  1.0000
    8850    898.72 1.02E-01 9.514E-04 3.224E-03 6.998E-03 2.380E-02  7.10E-08 4.047E-13 4.897E-10 3.22E-03  1.0000
    8900    903.80 1.02E-01 9.472E-04 3.206E-03 6.961E-03 2.366E-02  7.06E-08 5.131E-13 4.845E-10 3.21E-03  1.0000
    8950    908.89 1.02E-01 9.430E-04 3.187E-03 6.924E-03 2.351E-02  7.03E-08 6.701E-13 4.794E-10 3.19E-03  1.0000
    9000    913.97 1.02E-01 9.389E-04 3.167E-03 6.887E-03 2.335E-02  6.99E-08 3.194E-13 4.743E-10 3.17E-03  1.0000
