#---it--------t-------dt-------urms------umax------orms------omax------oum-------abm-------jbm-------brms------bmax------jrms------jmax-----divu2m-----epsK------epsM-----rumax----rhom-----bmx-------bmy-------bmz----
     500      0.57 1.25E-03 2.014E-01 1.325E+00 2.709E+01 2.565E+02  8.15E-02  1.50E-02  5.32E-01 5.108E-01 1.768E+00 5.648E+01 1.009E+03 3.541E+01 3.841E-03 1.595E-02 1.40E+00  0.9769 1.284E-01 1.365E-01 1.386E-01
     510      0.59 1.16E-03 2.000E-01 1.427E+00 2.681E+01 3.029E+02  7.91E-02  1.50E-02  5.23E-01 5.094E-01 1.667E+00 5.603E+01 9.282E+02 3.409E+01 3.756E-03 1.570E-02 1.44E+00  0.9768 1.283E-01 1.364E-01 1.386E-01
     520      0.60 1.29E-03 1.986E-01 1.261E+00 2.653E+01 2.519E+02  7.68E-02  1.50E-02  5.16E-01 5.081E-01 1.696E+00 5.558E+01 8.151E+02 3.284E+01 3.674E-03 1.545E-02 1.30E+00  0.9766 1.283E-01 1.364E-01 1.386E-01
     530      0.61 1.33E-03 1.972E-01 1.189E+00 2.624E+01 2.379E+02  7.45E-02  1.50E-02  5.08E-01 5.067E-01 1.692E+00 5.511E+01 9.612E+02 3.148E+01 3.588E-03 1.519E-02 1.35E+00  0.9765 1.282E-01 1.363E-01 1.385E-01
     540      0.62 1.39E-03 1.958E-01 1.140E+00 2.596E+01 2.591E+02  7.22E-02  1.50E-02  5.00E-01 5.054E-01 1.612E+00 5.465E+01 8.685E+02 3.023E+01 3.507E-03 1.493E-02 1.26E+00  0.9764 1.281E-01 1.363E-01 1.385E-01
     550      0.64 1.28E-03 1.945E-01 1.298E+00 2.567E+01 2.660E+02  7.00E-02  1.50E-02  4.93E-01 5.040E-01 1.711E+00 5.418E+01 8.704E+02 2.897E+01 3.425E-03 1.468E-02 1.19E+00  0.9762 1.280E-01 1.362E-01 1.385E-01
     560      0.65 1.37E-03 1.931E-01 1.273E+00 2.539E+01 2.691E+02  6.78E-02  1.50E-02  4.85E-01 5.026E-01 1.774E+00 5.372E+01 9.568E+02 2.775E+01 3.345E-03 1.443E-02 1.26E+00  0.9761 1.279E-01 1.362E-01 1.385E-01
     570      0.66 1.31E-03 1.918E-01 1.169E+00 2.511E+01 2.401E+02  6.57E-02  1.50E-02  4.78E-01 5.012E-01 1.736E+00 5.326E+01 8.775E+02 2.661E+01 3.269E-03 1.418E-02 1.14E+00  0.9759 1.279E-01 1.361E-01 1.384E-01
     580      0.68 1.27E-03 1.906E-01 1.295E+00 2.486E+01 2.521E+02  6.38E-02  1.50E-02  4.72E-01 5.000E-01 1.819E+00 5.284E+01 9.670E+02 2.564E+01 3.200E-03 1.396E-02 1.06E+00  0.9758 1.278E-01 1.361E-01 1.384E-01
     590      0.69 1.19E-03 1.895E-01 1.297E+00 2.463E+01 2.431E+02  6.22E-02  1.50E-02  4.66E-01 4.989E-01 1.670E+00 5.246E+01 9.031E+02 2.485E+01 3.140E-03 1.376E-02 1.20E+00  0.9757 1.277E-01 1.360E-01 1.384E-01
     600      0.70 1.31E-03 1.883E-01 1.121E+00 2.437E+01 2.508E+02  6.05E-02  1.50E-02  4.60E-01 4.976E-01 1.544E+00 5.202E+01 8.611E+02 2.386E+01 3.070E-03 1.353E-02 1.21E+00  0.9756 1.276E-01 1.360E-01 1.384E-01
     610      0.71 1.32E-03 1.871E-01 1.244E+00 2.413E+01 2.450E+02  5.90E-02  1.50E-02  4.53E-01 4.964E-01 1.663E+00 5.161E+01 8.696E+02 2.298E+01 3.006E-03 1.332E-02 1.16E+00  0.9755 1.276E-01 1.359E-01 1.383E-01
     620      0.73 1.24E-03 1.860E-01 1.433E+00 2.389E+01 2.598E+02  5.75E-02  1.50E-02  4.48E-01 4.952E-01 1.625E+00 5.119E+01 7.833E+02 2.211E+01 2.943E-03 1.310E-02 1.27E+00  0.9754 1.275E-01 1.359E-01 1.383E-01
     630      0.74 1.34E-03 1.849E-01 1.455E+00 2.366E+01 3.003E+02  5.61E-02  1.50E-02  4.42E-01 4.940E-01 1.592E+00 5.079E+01 7.707E+02 2.132E+01 2.883E-03 1.290E-02 1.16E+00  0.9752 1.274E-01 1.358E-01 1.383E-01
     640      0.75 1.22E-03 1.839E-01 1.332E+00 2.343E+01 2.849E+02  5.47E-02  1.50E-02  4.36E-01 4.929E-01 1.499E+00 5.040E+01 8.339E+02 2.059E+01 2.826E-03 1.270E-02 1.07E+00  0.9751 1.273E-01 1.358E-01 1.383E-01
     650      0.76 1.23E-03 1.829E-01 1.228E+00 2.322E+01 2.622E+02  5.34E-02  1.50E-02  4.31E-01 4.918E-01 1.629E+00 5.003E+01 8.785E+02 1.993E+01 2.773E-03 1.252E-02 1.16E+00  0.9750 1.273E-01 1.357E-01 1.382E-01
     660      0.78 1.23E-03 1.819E-01 1.336E+00 2.300E+01 2.676E+02  5.20E-02  1.50E-02  4.26E-01 4.906E-01 1.539E+00 4.965E+01 8.130E+02 1.923E+01 2.719E-03 1.233E-02 1.24E+00  0.9749 1.272E-01 1.357E-01 1.382E-01
     670      0.79 1.33E-03 1.809E-01 1.460E+00 2.278E+01 2.649E+02  5.06E-02  1.50E-02  4.21E-01 4.895E-01 1.697E+00 4.927E+01 8.248E+02 1.855E+01 2.665E-03 1.214E-02 1.16E+00  0.9748 1.271E-01 1.356E-01 1.382E-01
     680      0.80 1.09E-03 1.800E-01 1.761E+00 2.259E+01 2.746E+02  4.94E-02  1.50E-02  4.16E-01 4.885E-01 1.661E+00 4.891E+01 9.321E+02 1.798E+01 2.617E-03 1.196E-02 1.28E+00  0.9747 1.270E-01 1.356E-01 1.382E-01
     690      0.82 1.20E-03 1.792E-01 1.530E+00 2.240E+01 2.835E+02  4.84E-02  1.50E-02  4.12E-01 4.875E-01 1.511E+00 4.858E+01 7.971E+02 1.747E+01 2.573E-03 1.180E-02 1.24E+00  0.9746 1.270E-01 1.355E-01 1.382E-01
     700      0.83 1.33E-03 1.783E-01 1.475E+00 2.221E+01 2.606E+02  4.74E-02  1.50E-02  4.08E-01 4.865E-01 1.638E+00 4.824E+01 8.842E+02 1.695E+01 2.528E-03 1.164E-02 1.53E+00  0.9746 1.269E-01 1.355E-01 1.381E-01
     710      0.84 1.31E-03 1.774E-01 1.168E+00 2.201E+01 2.381E+02  4.65E-02  1.50E-02  4.03E-01 4.854E-01 1.578E+00 4.787E+01 8.514E+02 1.635E+01 2.480E-03 1.146E-02 1.31E+00  0.9745 1.268E-01 1.355E-01 1.381E-01
     720      0.85 1.17E-03 1.766E-01 1.584E+00 2.183E+01 2.933E+02  4.55E-02  1.50E-02  3.99E-01 4.844E-01 1.529E+00 4.754E+01 8.621E+02 1.587E+01 2.437E-03 1.130E-02 1.12E+00  0.9744 1.267E-01 1.354E-01 1.381E-01
     730      0.87 1.30E-03 1.758E-01 1.225E+00 2.166E+01 2.866E+02  4.46E-02  1.50E-02  3.95E-01 4.835E-01 1.504E+00 4.723E+01 8.871E+02 1.543E+01 2.397E-03 1.115E-02 1.33E+00  0.9743 1.267E-01 1.354E-01 1.381E-01
     740      0.88 1.30E-03 1.750E-01 1.274E+00 2.147E+01 2.514E+02  4.38E-02  1.50E-02  3.91E-01 4.824E-01 1.563E+00 4.689E+01 9.080E+02 1.494E+01 2.355E-03 1.099E-02 1.22E+00  0.9742 1.266E-01 1.353E-01 1.380E-01
     750      0.89 1.36E-03 1.742E-01 1.101E+00 2.129E+01 2.719E+02  4.31E-02  1.50E-02  3.87E-01 4.814E-01 1.557E+00 4.655E+01 9.541E+02 1.447E+01 2.313E-03 1.083E-02 1.29E+00  0.9741 1.265E-01 1.353E-01 1.380E-01
     760      0.91 1.35E-03 1.734E-01 1.130E+00 2.111E+01 2.518E+02  4.21E-02  1.50E-02  3.83E-01 4.804E-01 1.444E+00 4.621E+01 9.028E+02 1.399E+01 2.272E-03 1.068E-02 1.34E+00  0.9740 1.265E-01 1.352E-01 1.380E-01
     770      0.92 1.26E-03 1.727E-01 1.143E+00 2.094E+01 2.531E+02  4.13E-02  1.50E-02  3.79E-01 4.795E-01 1.514E+00 4.590E+01 1.055E+03 1.359E+01 2.235E-03 1.053E-02 1.34E+00  0.9739 1.264E-01 1.352E-01 1.380E-01
     780      0.93 1.35E-03 1.720E-01 1.373E+00 2.078E+01 2.946E+02  4.05E-02  1.50E-02  3.75E-01 4.785E-01 1.547E+00 4.559E+01 1.074E+03 1.320E+01 2.200E-03 1.039E-02 1.24E+00  0.9739 1.263E-01 1.352E-01 1.379E-01
     790      0.95 1.22E-03 1.713E-01 1.266E+00 2.061E+01 3.034E+02  3.97E-02  1.50E-02  3.72E-01 4.776E-01 1.527E+00 4.527E+01 9.019E+02 1.280E+01 2.162E-03 1.025E-02 1.19E+00  0.9738 1.262E-01 1.351E-01 1.379E-01
     800      0.96 1.28E-03 1.706E-01 1.230E+00 2.045E+01 2.708E+02  3.91E-02  1.50E-02  3.68E-01 4.766E-01 1.514E+00 4.498E+01 9.660E+02 1.244E+01 2.128E-03 1.011E-02 1.13E+00  0.9737 1.262E-01 1.351E-01 1.379E-01
     810      0.97 1.45E-03 1.699E-01 1.003E+00 2.030E+01 2.661E+02  3.84E-02  1.50E-02  3.65E-01 4.758E-01 1.580E+00 4.469E+01 9.181E+02 1.212E+01 2.097E-03 9.987E-03 1.03E+00  0.9736 1.261E-01 1.350E-01 1.379E-01
     820      0.98 1.31E-03 1.692E-01 1.121E+00 2.015E+01 2.406E+02  3.77E-02  1.50E-02  3.62E-01 4.749E-01 1.536E+00 4.440E+01 8.583E+02 1.177E+01 2.064E-03 9.855E-03 1.12E+00  0.9736 1.260E-01 1.350E-01 1.379E-01
     830      1.00 1.26E-03 1.686E-01 1.257E+00 2.000E+01 2.405E+02  3.70E-02  1.50E-02  3.58E-01 4.740E-01 1.574E+00 4.411E+01 8.145E+02 1.145E+01 2.032E-03 9.729E-03 1.19E+00  0.9735 1.260E-01 1.350E-01 1.378E-01
     840      1.01 1.31E-03 1.680E-01 1.199E+00 1.986E+01 2.479E+02  3.63E-02  1.50E-02  3.55E-01 4.731E-01 1.754E+00 4.383E+01 9.505E+02 1.115E+01 2.002E-03 9.605E-03 1.18E+00  0.9734 1.259E-01 1.349E-01 1.378E-01
     850      1.02 1.36E-03 1.673E-01 1.280E+00 1.971E+01 2.482E+02  3.58E-02  1.50E-02  3.52E-01 4.722E-01 1.787E+00 4.355E+01 8.328E+02 1.084E+01 1.972E-03 9.482E-03 1.33E+00  0.9733 1.258E-01 1.349E-01 1.378E-01
     860      1.04 1.37E-03 1.667E-01 1.424E+00 1.957E+01 2.258E+02  3.52E-02  1.50E-02  3.49E-01 4.714E-01 1.588E+00 4.327E+01 8.891E+02 1.054E+01 1.942E-03 9.360E-03 1.32E+00  0.9733 1.258E-01 1.348E-01 1.378E-01
     870      1.05 1.06E-03 1.661E-01 1.701E+00 1.944E+01 2.801E+02  3.47E-02  1.50E-02  3.46E-01 4.706E-01 1.638E+00 4.301E+01 8.602E+02 1.028E+01 1.915E-03 9.248E-03 1.08E+00  0.9732 1.257E-01 1.348E-01 1.378E-01
     880      1.06 1.19E-03 1.656E-01 1.346E+00 1.931E+01 2.310E+02  3.42E-02  1.50E-02  3.43E-01 4.698E-01 1.644E+00 4.275E+01 8.973E+02 1.003E+01 1.889E-03 9.139E-03 1.17E+00  0.9731 1.256E-01 1.348E-01 1.378E-01
     890      1.07 1.19E-03 1.650E-01 1.339E+00 1.918E+01 2.456E+02  3.37E-02  1.50E-02  3.41E-01 4.689E-01 1.486E+00 4.249E+01 9.019E+02 9.773E+00 1.862E-03 9.027E-03 1.18E+00  0.9731 1.256E-01 1.347E-01 1.377E-01
     900      1.09 1.33E-03 1.645E-01 1.239E+00 1.905E+01 2.399E+02  3.32E-02  1.50E-02  3.38E-01 4.681E-01 1.538E+00 4.224E+01 8.194E+02 9.536E+00 1.837E-03 8.920E-03 1.11E+00  0.9730 1.255E-01 1.347E-01 1.377E-01
     910      1.10 1.37E-03 1.639E-01 1.190E+00 1.893E+01 2.196E+02  3.27E-02  1.50E-02  3.35E-01 4.674E-01 1.633E+00 4.199E+01 7.841E+02 9.312E+00 1.813E-03 8.817E-03 1.04E+00  0.9730 1.254E-01 1.346E-01 1.377E-01
     920      1.11 1.34E-03 1.634E-01 1.449E+00 1.880E+01 2.626E+02  3.23E-02  1.50E-02  3.32E-01 4.665E-01 1.552E+00 4.174E+01 8.093E+02 9.070E+00 1.787E-03 8.711E-03 1.16E+00  0.9729 1.254E-01 1.346E-01 1.377E-01
